id,length,name,sample_rate,record_datetime,sound_type,species,gender,fed,plurality,age,method,mic_type,device_type,country,district,province,place,location_type
3504,6.749.798,#939-962.wav,44100,01-07-18 12:00,mosquito,an harrisoni,Female,t,Single,,ABN,telinga,olympus,Thailand,Sai Yok District,Kanchanaburi Province,field site near Pu Teuy Village,cup
220366,15.3,IFA_40_29_1589.wav,44100,16-03-20 0:00,mosquito,an ziemanni,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
207261,2.56,2020-11-25_19.29.40.666.wav,8000,25-11-20 19:29,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
168,151.281,CDC_An-albimanus_labelled_800.wav,8000,08-09-16 8:00,mosquito,an albimanus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
553,265.496,CDC_Cx-tarsalis_labelled_800.wav,8000,08-09-16 8:00,mosquito,culex tarsalis,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
221685,2.56,IFA_57_16_2256.wav,44100,28-06-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
772,17.544.704,R4_cleaned recording_17-10-17.wav,44100,17-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
208458,2.56,2020-11-24_19.58.08.897.wav,8000,24-11-20 19:58,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
275,127.796,CDC_An-farauti_labelled_800.wav,8000,08-09-16 8:00,mosquito,an farauti,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
222444,2.56,IFA_75_35_2995.wav,44100,02-08-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
808,15.812.283,R4_cleaned recording_17-10-17.wav,44100,17-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1378,590.043,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1505,641.294,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
221852,30.66,IFA_61_38_2438.wav,44100,06-07-20 0:00,mosquito,an squamosus,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222087,33.22,IFA_66_20_2620.wav,44100,14-07-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
2866,2.711.638,#1296-1312.wav,44100,01-07-18 12:00,mosquito,an harrisoni,Female,t,Single,,ABN,telinga,olympus,Thailand,Sai Yok District,Kanchanaburi Province,field site near Pu Teuy Village,cup
220757,10.24,IFA_27_15_1055.wav,44100,12-02-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222047,15.36,IFA_65_37_2597.wav,44100,13-07-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
401,122.347,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 8:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
221065,7.68,IFA_45_39_1799.wav,44100,26-03-20 0:00,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
179,226.922,CDC_An-albimanus_labelled_800.wav,8000,08-09-16 8:00,mosquito,an albimanus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
220797,40.96,IFA_28_38_1118.wav,44100,12-02-20 0:00,mosquito,ma africanus,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
220218,10.24,IFA_38_32_1512.wav,44100,07-03-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222107,33.22,IFA_66_19_2619.wav,44100,14-07-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
130,337.523,CDC_Ae-albopictus_labelled_800.wav,8000,08-09-16 8:00,mosquito,ae albopictus,Female,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
208610,2.56,2020-11-26_18.59.24.599.wav,8000,26-11-20 18:59,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
1574,17.043.068,R4_cleaned recording_TEL_25-10-17.wav,44100,25-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
220543,5.12,IFA_21_20_820.wav,44100,08-02-20 0:00,mosquito,an arabiensis,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
207177,2.56,2020-11-23_20.56.55.327.wav,8000,23-11-20 20:56,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
1495,7.805.915,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
208038,5.12,2020-11-19_01.28.38.321.wav,8000,19-11-20 1:28,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
219925,2.7,r2016-07-26_10.47.59.679.wav_u2016-07-26_12.58.50.281948.wav,8000,26-07-16 10:47,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
298,65.828,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 8:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
914,15.891.967,R4_cleaned recording_18-10-17.wav,44100,18-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
199905,1,0027_norm.wav,8000,10-01-16 0:00,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
207290,2.56,2020-11-26_02.58.37.400.wav,8000,26-11-20 2:58,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
220743,10.24,IFA_29_40_1160.wav,44100,14-02-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
206816,5.12,2020-11-24_23.30.53.008.wav,8000,24-11-20 23:30,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
220720,20.42,IFA_29_16_1136.wav,44100,14-02-20 0:00,mosquito,ma uniformis,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
208041,5.12,2020-11-19_01.28.38.321.wav,8000,19-11-20 1:28,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
221650,2.56,IFA_57_23_2263.wav,44100,28-06-20 0:00,mosquito,culex pipiens complex,Male,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
208481,2.56,2020-11-25_03.29.41.047.wav,8000,25-11-20 3:29,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
230,185.577,CDC_An-atroparvus_labelled_800.wav,8000,08-09-16 8:00,mosquito,an atroparvus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
206727,2.56,2020-11-20_19.05.53.046.wav,8000,20-11-20 19:05,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
221933,12.8,IFA_63_38_2518.wav,44100,07-07-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
968,13.954.505,R4_cleaned recording_TEL_19-10-17.wav,44100,19-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
208719,3,2020-11-23_03.27.06.611.wav,8000,23-11-20 3:27,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
2503,1.523.425,r2016-08-16_11.00.24.549.wav_u2016-08-16_12.54.03.725151.wav,8000,16-08-16 11:00,mosquito,an gambiae ss,Female,f,Single,27.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
207540,2.56,2020-11-25_19.28.17.582.wav,8000,25-11-20 19:28,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
221643,25.54,IFA_57_17_2257.wav,44100,28-06-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
207807,2.56,2020-11-17_23.52.31.330.wav,8000,17-11-20 23:52,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
207306,2.56,2020-11-26_01.29.40.635.wav,8000,26-11-20 1:29,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
219062,1.1,r2016-05-26_11.14.15.419.wav_u2016-05-31_07.16.50.920781.wav,8000,26-05-16 11:14,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
221659,48.58,IFA_57_37_2277.wav,44100,28-06-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
207212,2.5,2020-11-23_20.57.40.982.wav,8000,23-11-20 20:57,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
208118,2.56,2020-11-20_21.02.09.136.wav,8000,20-11-20 21:02,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
199901,15.2,0026_norm.wav,8000,10-01-16 0:00,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222415,28.1,IFA_74_38_2958.wav,44100,28-07-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
218995,7.2,r2016-05-26_09.56.02.339.wav_u2016-05-31_07.05.51.486219.wav,8000,26-05-16 9:56,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219381,6.6,r2016-07-25_12.17.35.872.wav_u2016-07-25_13.11.54.190411.wav,8000,25-07-16 12:17,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219157,6.4,r2016-05-31_10.15.20.438.wav_u2016-06-02_07.15.09.908220.wav,8000,31-05-16 10:15,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
207340,2.56,2020-11-17_19.00.03.586.wav,8000,17-11-20 19:00,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
221116,2.56,IFA_18_21_701.wav,44100,30-01-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222519,7.68,IFA_76_21_3021.wav,44100,02-08-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
199930,26.472,0036_norm.wav,8000,10-01-16 0:00,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222439,20.48,IFA_75_10_2970.wav,44100,28-07-20 0:00,mosquito,ma africanus,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
219704,2.3,r2016-05-31_10.48.13.036.wav_u2016-06-02_07.19.01.852840.wav,8000,31-05-16 10:48,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
222125,2.56,IFA_67_10_2650.wav,44100,14-07-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
1382,11.340.917,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
207788,2.56,2020-11-17_20.22.31.300.wav,8000,17-11-20 20:22,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
219910,4.1,r2016-07-26_10.03.12.077.wav_u2016-07-26_12.56.35.922340.wav,8000,26-07-16 10:03,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
220820,38.4,IFA_28_15_1095.wav,44100,12-02-20 0:00,mosquito,an arabiensis,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
207894,5.12,2020-11-18_20.28.38.285.wav,8000,18-11-20 20:28,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
222004,17.92,IFA_65_34_2594.wav,44100,13-07-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
3539,184.661,#97-113.wav,44100,01-07-18 12:00,mosquito,an harrisoni,Female,f,Single,,ABN,telinga,olympus,Thailand,Sai Yok District,Kanchanaburi Province,field site near Pu Teuy Village,cup
445,24.218,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 8:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
207268,2.56,2020-11-25_23.59.40.678.wav,8000,25-11-20 23:59,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
208112,2.56,2020-11-20_19.02.04.041.wav,8000,20-11-20 19:02,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
220788,12.8,IFA_27_35_1075.wav,44100,12-02-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
402,10.823,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 8:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
220189,10.24,IFA_36_13_1413.wav,44100,04-03-20 0:00,mosquito,an funestus sl,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
429,79.335,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 8:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
222086,7.62,IFA_67_26_2666.wav,44100,14-07-20 0:00,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
834,6.941.781,R4_cleaned recording_18-10-17.wav,44100,18-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
222251,23.04,IFA_69_29_2749.wav,44100,20-07-20 0:00,mosquito,an arabiensis,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
221281,2.56,IFA_46_32_1832.wav,44100,27-03-20 0:00,mosquito,an coustani,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222007,25.54,IFA_65_15_2575.wav,44100,13-07-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
1451,16.058.633,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
221623,10.24,IFA_55_39_2199.wav,44100,23-06-20 0:00,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
3089,163.086,#380-406.wav,44100,01-07-18 12:00,mosquito,an harrisoni,Female,t,Single,,ABN,telinga,olympus,Thailand,Sai Yok District,Kanchanaburi Province,field site near Pu Teuy Village,cup
78,208.083,CDC_Ae-aegypti_labelled_800.wav,8000,08-09-16 8:00,mosquito,ae aegypti,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
218858,1.7,r2016-05-24_11.36.13.925.wav_u2016-05-25_06.24.10.053847.wav,8000,24-05-16 11:36,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
546,755.104,CDC_Cx-quinquefasciatus_labelled_800.wav,8000,08-09-16 8:00,mosquito,culex quinquefasciatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
222103,81.86,IFA_67_31_2671.wav,44100,14-07-20 0:00,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
208437,2.56,2020-11-24_20.28.08.886.wav,8000,24-11-20 20:28,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
208410,7.68,2020-11-24_01.25.17.211.wav,8000,24-11-20 1:25,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
207526,10.24,2020-11-25_02.30.15.432.wav,8000,25-11-20 2:30,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
220834,2.56,IFA_25_33_993.wav,44100,10-02-20 0:00,mosquito,an arabiensis,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
373,10.823,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 8:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
220600,28.1,IFA_23_33_913.wav,44100,10-02-20 0:00,mosquito,ma uniformis,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
221087,7.68,IFA_46_23_1823.wav,44100,26-03-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,LC,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
550,208.647,CDC_Cx-quinquefasciatus_labelled_800.wav,8000,08-09-16 8:00,mosquito,culex quinquefasciatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
221302,2.56,IFA_47_16_1856.wav,44100,27-03-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
220940,25.54,IFA_30_25_1185.wav,44100,17-02-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,HBN,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
207610,2.56,2020-11-27_01.32.25.370.wav,8000,27-11-20 1:32,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
145,891.569,CDC_Ae-albopictus_labelled_800.wav,8000,08-09-16 8:00,mosquito,ae albopictus,Female,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
288,65.828,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 8:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
3303,11.112.697,#645-657.wav,44100,01-07-18 12:00,mosquito,an harrisoni,Female,t,Single,,ABN,telinga,olympus,Thailand,Sai Yok District,Kanchanaburi Province,field site near Pu Teuy Village,cup
221409,33.22,IFA_52_13_2053.wav,44100,21-06-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
219923,2.1,r2016-07-26_10.46.59.777.wav_u2016-07-26_12.58.43.265005.wav,8000,26-07-16 10:46,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
221635,5.12,IFA_55_23_2183.wav,44100,23-06-20 0:00,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
2869,4.781.046,#1296-1312.wav,44100,01-07-18 12:00,mosquito,an dirus,Female,t,Single,,ABN,telinga,olympus,Thailand,Sai Yok District,Kanchanaburi Province,field site near Pu Teuy Village,cup
2343,623.696,r2016-08-16_09.35.16.351.wav_u2016-08-16_11.20.42.772627.wav,8000,16-08-16 9:35,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219385,2,r2016-07-25_12.19.35.569.wav_u2016-07-25_13.14.27.614512.wav,8000,25-07-16 12:19,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
1138,2.048.089,R4_cleaned recording_TEL_20-10-17.wav,44100,20-10-17 0:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
219255,2.5,r2016-05-31_11.40.02.537.wav_u2016-06-02_07.23.04.077347.wav,8000,31-05-16 11:40,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219228,8.7,r2016-05-31_11.23.34.829.wav_u2016-06-02_07.20.50.419746.wav,8000,31-05-16 11:23,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
221458,5.12,IFA_50_21_1981.wav,44100,17-06-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222451,56.26,IFA_76_26_3026.wav,44100,02-08-20 0:00,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
207511,2.56,2020-11-24_21.00.15.457.wav,8000,24-11-20 21:00,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
207747,2.56,2020-11-17_02.51.31.251.wav,8000,17-11-20 2:51,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
517,223.987,CDC_An-stephensi_labelled_800.wav,8000,08-09-16 8:00,mosquito,an stephensi,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
221661,33.22,IFA_57_39_2279.wav,44100,28-06-20 0:00,mosquito,culex pipiens complex,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
219557,5.372,r2016-05-26_10.57.44.207.wav_u2016-05-31_07.29.43.211714.wav,8000,26-05-16 10:57,mosquito,an gambiae ss,Female,f,Single,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2522,21.703.647,LSTMH telinga audio - edited and labelled.wav,44100,25-04-18 11:30,mosquito,toxorhynchites brevipalpis,Female,,Single,1.0,,telinga,olympus,UK,,,"LSTMH Culture cages, London",culture
206818,2.56,2020-11-24_23.30.53.008.wav,8000,24-11-20 23:30,mosquito,an arabiensis,,,,,HBN,phone,itel A16,Tanzania,Kilombero District,Morogoro,Ifakara,field
